Co_Ref,Time_to_Renewal,crm_accreditation_completed,crm_timely_completion,crm_progress_towards_accreditation,crm_delays_in_accreditation,crm_contractor_suggested_leave,crm_contractor_engagement,crm_contractor_sentiment,crm_contractor_sentiment_score,crm_dts_or_ssip_mentioned,crm_customer_payment_intention,crm_competitors_mentioned,crm_membership_level,crm_platform_issues_raised,crm_agent_chased_contractor,crm_agent_chase_count,crm_accreditation_issues,crm_membership_overdue,crm_auto_renewal_status,crm_dissatisified_with_renewal_price,crm_customer_complained,crm_refund_mentioned,crm_negative_customer_experience,crm_dissatisfaction_with_support,crm_financial_hardship_mentioned,year
ea1066,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,3,yes,not discussed,0,not discussed,no,no,no,no,no,2026
ue8038,prior_year,,,,,,,,,,,not discussed,in progress,not discussed,yes,3,yes,not discussed,0,not discussed,no,no,no,no,no,2026
va6629,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,3,yes,not discussed,0,not discussed,no,no,no,no,no,2026
bh3490,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,3,yes,not discussed,0,not discussed,no,no,no,no,no,2026
hk7880,45_out,,,,,,,,,,,not discussed,in progress,no,yes,3,yes,not discussed,0,not discussed,no,no,no,no,no,2026
nj2601,prior_year,,,,,,,,,,,not discussed,in progress,not discussed,yes,3,yes,not discussed,0,not discussed,no,no,no,no,no,2026
mh1440,45_out,,,,,,,,,,,not discussed,in progress,not discussed,yes,3,yes,not discussed,0,not discussed,no,no,no,no,no,2026
mt9337,45_out,,,,,,,,,,,not discussed,in progress,no,yes,3,yes,not discussed,0,not discussed,no,no,no,no,no,2026
ut8275,45_out,,,,,,,,,,,not discussed,in progress,not discussed,yes,3,yes,not discussed,0,not discussed,no,no,no,no,no,2026
dm2234,45_out,,,,,,,,,,,not discussed,in progress,not discussed,yes,3,yes,not discussed,0,not discussed,no,no,no,no,no,2026
sc8333,45_out,,,,,,,,,,,not discussed,in progress,not discussed,yes,3,yes,not discussed,0,not discussed,no,no,no,no,no,2026
xb3034,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,3,yes,not discussed,0,not discussed,no,no,no,no,no,2026
bv4733,45_out,,,,,,,,,,,not discussed,in progress,not discussed,yes,3,yes,not discussed,0,not discussed,no,no,no,no,no,2026
ft6654,45_out,,,,,,,,,,,not discussed,in progress,no,yes,3,yes,not discussed,0,not discussed,no,no,no,no,no,2026
og8073,45_out,,,,,,,,,,,not discussed,in progress,no,yes,3,yes,not discussed,0,not discussed,no,no,no,no,no,2026
rg4108,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,3,yes,not discussed,0,not discussed,no,no,no,no,no,2026
zw3554,45_out,,,,,,,,,,,not discussed,in progress,no,yes,3,yes,not discussed,0,not discussed,no,no,no,no,no,2026
dl0117,45_out,,,,,,,,,,,not discussed,in progress,no,yes,3,yes,not discussed,0,not discussed,no,no,no,no,no,2025
ug0258,prior_year,,,,,,,,,,,not discussed,in progress,not discussed,yes,3,yes,not discussed,0,not discussed,no,no,no,no,no,2025
fr3297,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,5,yes,not discussed,0,not discussed,no,no,no,no,no,2026
wb6699,prior_year,,,,,,,,,,,not discussed,in progress,not discussed,yes,5,yes,not discussed,0,not discussed,no,no,no,no,no,2025
mq1776,prior_year,,,,,,,,,,,not discussed,in progress,not discussed,yes,5,yes,not discussed,0,not discussed,no,no,no,no,no,2026
tx8774,45_out,,,,,,,,,,,not discussed,in progress,not discussed,yes,5,yes,not discussed,0,not discussed,no,no,no,no,no,2026
cz3592,45_out,,,,,,,,,,,not discussed,in progress,no,yes,5,yes,not discussed,0,not discussed,no,no,no,no,no,2026
lk6941,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,5,yes,not discussed,0,not discussed,no,no,no,no,no,2026
ub4249,45_out,,,,,,,,,,,not discussed,in progress,no,yes,5,yes,not discussed,0,not discussed,no,no,no,no,no,2026
oi2023,prior_year,,,,,,,,,,,not discussed,in progress,not discussed,yes,5,yes,not discussed,0,not discussed,no,no,no,no,no,2026
ey3212,45_out,,,,,,,,,,,not discussed,in progress,not discussed,yes,5,yes,not discussed,0,not discussed,no,no,no,no,no,2026
km2177,45_out,,,,,,,,,,,not discussed,in progress,not discussed,yes,5,yes,not discussed,0,not discussed,no,no,no,no,no,2026
oy1827,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,5,yes,not discussed,0,not discussed,no,no,no,no,no,2026
rc1886,45_out,,,,,,,,,,,not discussed,in progress,not discussed,yes,5,yes,not discussed,0,not discussed,no,no,no,no,no,2026
sa9535,45_out,,,,,,,,,,,not discussed,in progress,not discussed,yes,5,yes,not discussed,0,not discussed,no,no,no,no,no,2026
hz3881,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,5,yes,not discussed,0,not discussed,no,no,no,no,no,2026
rj2687,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,5,yes,not discussed,0,not discussed,no,no,no,no,no,2026
gf9391,45_out,,,,,,,,,,,not discussed,in progress,no,yes,5,yes,not discussed,0,no,no,no,no,no,no,2026
lf0229,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,5,yes,not discussed,0,no,no,no,no,no,no,2026
pr4805,45_out,,,,,,,,,,,not discussed,in progress,no,yes,5,yes,not discussed,0,no,no,no,no,no,no,2026
ja6406,prior_year,,,,,,,,,,,not discussed,in progress,not discussed,yes,4,yes,not discussed,0,not discussed,no,no,no,no,no,2026
lz5366,45_out,,,,,,,,,,,not discussed,in progress,no,yes,4,yes,not discussed,0,not discussed,no,no,no,no,no,2026
ps2662,prior_year,,,,,,,,,,,not discussed,in progress,not discussed,yes,4,yes,not discussed,0,not discussed,no,no,no,no,no,2026
vs9173,45_out,,,,,,,,,,,not discussed,in progress,not discussed,yes,4,yes,not discussed,0,not discussed,no,no,no,no,no,2026
nj2615,45_out,,,,,,,,,,,not discussed,in progress,no,yes,4,yes,not discussed,0,not discussed,no,no,no,no,no,2025
uu0197,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,4,yes,not discussed,0,not discussed,no,no,no,no,no,2026
gg2468,45_out,,,,,,,,,,,not discussed,in progress,no,yes,4,yes,not discussed,0,no,no,no,no,no,no,2026
lw1313,45_out,,,,,,,,,,,not discussed,in progress,no,yes,4,yes,not discussed,0,no,no,no,no,no,no,2026
av2981,prior_year,,,,,,,,,,,not discussed,in progress,not discussed,yes,4,yes,not discussed,0,not discussed,no,no,no,no,no,2026
fz3429,45_out,,,,,,,,,,,not discussed,in progress,not discussed,yes,4,yes,not discussed,0,not discussed,no,no,no,no,no,2026
ed0207,45_out,,,,,,,,,,,not discussed,in progress,not discussed,yes,4,yes,not discussed,0,not discussed,no,no,no,no,no,2026
ey3212,prior_year,,,,,,,,,,,not discussed,in progress,not discussed,yes,4,yes,not discussed,0,not discussed,no,no,no,no,no,2026
le2325,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,4,yes,not discussed,0,not discussed,no,no,no,no,no,2026
eg1572,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,4,yes,not discussed,0,no,no,no,no,no,no,2026
ye8070,prior_year,,,,,,,,,,,not discussed,in progress,not discussed,yes,7,yes,not discussed,0,not discussed,no,no,no,no,no,2026
he2427,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,multiple times (cannot determine exact number),yes,not discussed,0,no,no,no,no,no,no,2026
qy3179,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,6,yes,not discussed,0,not discussed,no,no,no,no,no,2026
fq5679,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,multiple times (not specified),yes,not discussed,0,not discussed,no,no,no,no,no,2026
jx6603,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,multiple times,yes,not discussed,0,no,no,no,no,no,no,2026
mq6000,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,multiple times,yes,not discussed,0,no,no,no,no,no,no,2026
lk7733,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,6,yes,not discussed,0,not discussed,no,no,no,no,no,2026
ek4797,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,7,yes,not discussed,0,no,no,no,no,no,no,2026
be5986,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,6,yes,not discussed,0,not discussed,no,no,no,no,no,2026
ce7393,prior_year,,,,,,,,,,,not discussed,in progress,not discussed,yes,7,yes,not discussed,0,not discussed,no,no,no,no,no,2026
ps1509,45_out,,,,,,,,,,,not discussed,in progress,no,yes,multiple times,yes,not discussed,0,not discussed,no,no,no,no,no,2026
qz1214,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,multiple times,yes,not discussed,0,no,no,no,no,no,no,2026
bt0514,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,multiple,yes,not discussed,0,not discussed,no,no,no,no,no,2026
ix1864,prior_year,,,,,,,,,,,not discussed,in progress,not discussed,yes,7,yes,not discussed,0,not discussed,no,no,no,no,no,2026
pq0194,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,multiple times (not specified exactly),yes,not discussed,0,no,no,no,no,no,no,2026
lj6198,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,5,yes,not discussed,0,yes,no,no,no,no,no,2026
fl3347,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,5,yes,not discussed,0,no,no,no,no,no,no,2026
py7723,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,5,yes,not discussed,0,no,no,no,no,no,no,2026
at8865,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,5,yes,not discussed,0,no,no,no,no,no,no,2026
dh1557,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,5,yes,not discussed,0,no,no,no,no,no,no,2026
oo6228,45_out,,,,,,,,,,,not discussed,in progress,no,yes,5,yes,not discussed,0,no,no,no,no,no,no,2026
zw7307,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,5,yes,not discussed,0,no,no,no,no,no,no,2026
tk5670,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,5,yes,not discussed,0,no,no,no,no,no,no,2026
eb5868,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,5,yes,not discussed,0,no,no,no,no,no,no,2026
pb1919,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,5,yes,not discussed,0,no,no,no,no,no,no,2026
gf3000,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,5,yes,not discussed,0,no,no,no,no,no,no,2026
kq2242,45_out,,,,,,,,,,,not discussed,in progress,no,yes,5,yes,not discussed,0,no,no,no,no,no,no,2026
og1828,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,5,yes,not discussed,0,no,no,no,no,no,no,2026
ds2904,14_out,,,,,,,,,,,not discussed,in progress,no,yes,5,yes,not discussed,0,no,no,no,no,no,no,2026
wz1516,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,5,yes,not discussed,0,no,no,no,no,no,no,2026
dc8681,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,5,yes,not discussed,0,no,no,no,no,no,no,2026
lf2628,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,5,yes,not discussed,0,no,no,no,no,no,no,2026
sh9200,45_out,,,,,,,,,,,not discussed,in progress,no,yes,5,yes,not discussed,0,no,no,no,no,no,no,2026
ao7958,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,5,yes,not discussed,0,not discussed,no,no,no,no,no,2026
fh1432,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,5,yes,not discussed,0,not discussed,no,no,no,no,no,2026
hi5920,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,5,yes,not discussed,0,not discussed,no,no,no,no,no,2026
if9533,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,5,yes,not discussed,0,not discussed,no,no,no,no,no,2026
mv0593,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,5,yes,not discussed,0,not discussed,no,no,no,no,no,2026
du5053,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,5,yes,not discussed,0,not discussed,no,no,no,no,no,2026
ex4046,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,5,yes,not discussed,0,not discussed,no,no,no,no,no,2026
gs1805,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,5,yes,not discussed,0,not discussed,no,no,no,no,no,2026
ho9272,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,5,yes,not discussed,0,not discussed,no,no,no,no,no,2026
yk8871,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,5,yes,not discussed,0,not discussed,no,no,no,no,no,2026
ck2393,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,5,yes,not discussed,0,not discussed,no,no,no,no,no,2026
lr3301,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,5,yes,not discussed,0,not discussed,no,no,no,no,no,2026
he7471,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,5,yes,not discussed,0,not discussed,no,no,no,no,no,2026
sx5786,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,5,yes,not discussed,0,not discussed,no,no,no,no,no,2026
ul8814,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,5,yes,not discussed,0,not discussed,no,no,no,no,no,2026
cb5105,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,5,yes,not discussed,0,not discussed,no,no,no,no,no,2026
du4372,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,5,yes,not discussed,0,not discussed,no,no,no,no,no,2026
hd2789,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,5,yes,not discussed,0,not discussed,no,no,no,no,no,2026
lb5290,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,5,yes,not discussed,0,not discussed,no,no,no,no,no,2026
mb0152,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,5,yes,not discussed,0,not discussed,no,no,no,no,no,2026
nn1839,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,5,yes,not discussed,0,not discussed,no,no,no,no,no,2026
py7920,45_out,,,,,,,,,,,not discussed,in progress,no,yes,5,yes,not discussed,0,not discussed,no,no,no,no,no,2026
ka5953,45_out,,,,,,,,,,,not discussed,in progress,no,yes,5,yes,not discussed,0,not discussed,no,no,no,no,no,2026
hn2719,45_out,,,,,,,,,,,not discussed,in progress,no,yes,5,yes,not discussed,0,not discussed,no,no,no,no,no,2026
ns6661,45_out,,,,,,,,,,,not discussed,in progress,no,yes,5,yes,not discussed,0,not discussed,no,no,no,no,no,2026
rm0760,45_out,,,,,,,,,,,not discussed,in progress,no,yes,5,yes,not discussed,0,not discussed,no,no,no,no,no,2026
un0978,prior_year,,,,,,,,,,,not discussed,in progress,not discussed,yes,5,yes,not discussed,0,not discussed,no,no,no,no,no,2026
wa0747,prior_year,,,,,,,,,,,not discussed,in progress,not discussed,yes,5,yes,not discussed,0,not discussed,no,no,no,no,no,2026
hu4248,prior_year,,,,,,,,,,,not discussed,in progress,not discussed,yes,5,yes,not discussed,0,not discussed,no,no,no,no,no,2026
jw8964,45_out,,,,,,,,,,,not discussed,in progress,not discussed,yes,5,yes,not discussed,0,not discussed,no,no,no,no,no,2026
de4292,45_out,,,,,,,,,,,not discussed,in progress,no,yes,4,yes,not discussed,0,not discussed,no,no,no,no,no,2025
mt3717,prior_year,,,,,,,,,,,not discussed,in progress,not discussed,yes,4,yes,not discussed,0,not discussed,no,no,no,no,no,2026
qp7518,prior_year,,,,,,,,,,,not discussed,in progress,yes,yes,4,yes,not discussed,0,not discussed,no,no,no,no,no,2026
px3505,prior_year,,,,,,,,,,,not discussed,in progress,not discussed,yes,4,yes,not discussed,0,not discussed,no,no,no,no,no,2026
if2741,45_out,,,,,,,,,,,not discussed,in progress,not discussed,yes,4,yes,not discussed,0,not discussed,no,no,no,no,no,2026
iv9059,45_out,,,,,,,,,,,not discussed,in progress,not discussed,yes,4,yes,not discussed,0,not discussed,no,no,no,no,no,2026
ak3326,prior_year,,,,,,,,,,,not discussed,in progress,not discussed,yes,4,yes,not discussed,0,not discussed,no,no,no,no,no,2026
hw3686,45_out,,,,,,,,,,,not discussed,in progress,not discussed,yes,4,yes,not discussed,0,not discussed,no,no,no,no,no,2026
jm2749,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,4,yes,not discussed,0,not discussed,no,no,no,no,no,2026
rr6125,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,4,yes,not discussed,0,not discussed,no,no,no,no,no,2026
wc3478,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,4,yes,not discussed,0,not discussed,no,no,no,no,no,2026
jg1571,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,4,yes,not discussed,0,not discussed,no,no,no,no,no,2026
kz8466,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,4,yes,not discussed,0,not discussed,no,no,no,no,no,2026
yb4458,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,4,yes,not discussed,0,not discussed,no,no,no,no,no,2026
qe5577,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,4,yes,not discussed,0,not discussed,no,no,no,no,no,2026
zg0989,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,4,yes,not discussed,0,not discussed,no,no,no,no,no,2026
dt2485,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,4,yes,not discussed,0,not discussed,no,no,no,no,no,2026
ko4212,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,4,yes,not discussed,0,not discussed,no,no,no,no,no,2026
ra5143,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,4,yes,not discussed,0,not discussed,no,no,no,no,no,2026
af5913,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,4,yes,not discussed,0,not discussed,no,no,no,no,no,2026
hh3703,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,4,yes,not discussed,0,not discussed,no,no,no,no,no,2026
du0634,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,4,yes,not discussed,0,not discussed,no,no,no,no,no,2026
du1523,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,4,yes,not discussed,0,not discussed,no,no,no,no,no,2026
go2595,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,4,yes,not discussed,0,not discussed,no,no,no,no,no,2026
pe8496,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,4,yes,not discussed,0,not discussed,no,no,no,no,no,2026
qx8751,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,4,yes,not discussed,0,not discussed,no,no,no,no,no,2026
ad1657,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,4,yes,not discussed,0,not discussed,no,no,no,no,no,2026
lv4241,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,4,yes,not discussed,0,not discussed,no,no,no,no,no,2026
su1848,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,4,yes,not discussed,0,not discussed,no,no,no,no,no,2026
xa5712,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,4,yes,not discussed,0,not discussed,no,no,no,no,no,2026
tr1134,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,4,yes,not discussed,0,not discussed,no,no,no,no,no,2026
vb0461,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,4,yes,not discussed,0,not discussed,no,no,no,no,no,2026
vn8830,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,4,yes,not discussed,0,not discussed,no,no,no,no,no,2026
fi9136,45_out,,,,,,,,,,,not discussed,in progress,no,yes,4,yes,not discussed,0,not discussed,no,no,no,no,no,2026
ce7393,45_out,,,,,,,,,,,not discussed,in progress,no,yes,4,yes,not discussed,0,not discussed,no,no,no,no,no,2026
xm8816,45_out,,,,,,,,,,,not discussed,in progress,no,yes,4,yes,not discussed,0,not discussed,no,no,no,no,no,2026
sw9727,45_out,,,,,,,,,,,not discussed,in progress,no,yes,4,yes,not discussed,0,not discussed,no,no,no,no,no,2026
vl3253,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,4,yes,not discussed,0,no,no,no,no,no,no,2026
vp7519,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,4,yes,not discussed,0,no,no,no,no,no,no,2026
dq7715,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,4,yes,not discussed,0,no,no,no,no,no,no,2026
hn2719,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,4,yes,not discussed,0,no,no,no,no,no,no,2026
km6857,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,4,yes,not discussed,0,no,no,no,no,no,no,2026
sg3537,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,4,yes,not discussed,0,no,no,no,no,no,no,2026
xl0507,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,4,yes,not discussed,0,no,no,no,no,no,no,2026
mj4067,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,4,yes,not discussed,0,no,no,no,no,no,no,2026
xj0589,45_out,,,,,,,,,,,not discussed,in progress,no,yes,4,yes,not discussed,0,no,no,no,no,no,no,2026
aw9294,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,4,yes,not discussed,0,no,no,no,no,no,no,2026
gb8304,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,4,yes,not discussed,0,no,no,no,no,no,no,2026
qy8241,45_out,,,,,,,,,,,not discussed,in progress,no,yes,4,yes,not discussed,0,no,no,no,no,no,no,2026
sl3251,45_out,,,,,,,,,,,not discussed,in progress,no,yes,4,yes,not discussed,0,no,no,no,no,no,no,2026
vw4128,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,4,yes,not discussed,0,no,no,no,no,no,no,2026
ag4971,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,4,yes,not discussed,0,no,no,no,no,no,no,2026
by2502,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,4,yes,not discussed,0,no,no,no,no,no,no,2026
wp5768,45_out,,,,,,,,,,,not discussed,in progress,no,yes,4,yes,not discussed,0,no,no,no,no,no,no,2026
bo0807,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,4,yes,not discussed,0,no,no,no,no,no,no,2025
hp9356,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,4,yes,not discussed,0,no,no,no,no,no,no,2025
xw2031,45_out,,,,,,,,,,,not discussed,in progress,no,yes,4,yes,not discussed,0,no,no,no,no,no,no,2025
jj9062,prior_year,,,,,,,,,,,not discussed,in progress,yes,yes,4,yes,not discussed,0,no,no,no,no,no,no,2026
xr2440,45_out,,,,,,,,,,,not discussed,in progress,no,yes,3,yes,not discussed,0,no,no,no,no,no,no,2025
je6284,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,3,yes,not discussed,0,no,no,no,no,no,no,2025
ye5333,45_out,,,,,,,,,,,not discussed,in progress,no,yes,3,yes,not discussed,0,no,no,no,no,no,no,2025
qf9306,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,3,yes,not discussed,0,no,no,no,no,no,no,2025
sw3166,45_out,,,,,,,,,,,not discussed,in progress,no,yes,3,yes,not discussed,0,not discussed,no,no,no,no,no,2026
jg9656,45_out,,,,,,,,,,,not discussed,in progress,no,yes,3,yes,not discussed,0,not discussed,no,no,no,no,no,2026
jr6339,45_out,,,,,,,,,,,not discussed,in progress,no,yes,3,yes,not discussed,0,not discussed,no,no,no,no,no,2026
te8934,45_out,,,,,,,,,,,not discussed,in progress,no,yes,3,yes,not discussed,0,not discussed,no,no,no,no,no,2026
ip6138,45_out,,,,,,,,,,,not discussed,in progress,no,yes,3,yes,not discussed,0,not discussed,no,no,no,no,no,2026
rn2278,45_out,,,,,,,,,,,not discussed,in progress,no,yes,3,yes,not discussed,0,not discussed,no,no,no,no,no,2026
sj0305,45_out,,,,,,,,,,,not discussed,in progress,no,yes,3,yes,not discussed,0,not discussed,no,no,no,no,no,2026
wn8043,45_out,,,,,,,,,,,not discussed,in progress,no,yes,3,yes,not discussed,0,not discussed,no,no,no,no,no,2026
oo9451,45_out,,,,,,,,,,,not discussed,in progress,no,yes,3,yes,not discussed,0,not discussed,no,no,no,no,no,2026
hh7870,45_out,,,,,,,,,,,not discussed,in progress,no,yes,3,yes,not discussed,0,not discussed,no,no,no,no,no,2026
jo3420,45_out,,,,,,,,,,,not discussed,in progress,no,yes,3,yes,not discussed,0,not discussed,no,no,no,no,no,2026
lk2353,45_out,,,,,,,,,,,not discussed,in progress,no,yes,3,yes,not discussed,0,not discussed,no,no,no,no,no,2026
sm6080,45_out,,,,,,,,,,,not discussed,in progress,no,yes,3,yes,not discussed,0,not discussed,no,no,no,no,no,2026
xw3328,45_out,,,,,,,,,,,not discussed,in progress,no,yes,3,yes,not discussed,0,not discussed,no,no,no,no,no,2026
dv5926,45_out,,,,,,,,,,,not discussed,in progress,no,yes,3,yes,not discussed,0,not discussed,no,no,no,no,no,2026
tt2296,45_out,,,,,,,,,,,not discussed,in progress,no,yes,3,yes,not discussed,0,not discussed,no,no,no,no,no,2026
bb1790,45_out,,,,,,,,,,,not discussed,in progress,no,yes,3,yes,not discussed,0,not discussed,no,no,no,no,no,2026
xh7963,45_out,,,,,,,,,,,not discussed,in progress,no,yes,3,yes,not discussed,0,not discussed,no,no,no,no,no,2026
ae9264,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,3,yes,not discussed,0,not discussed,no,no,no,no,no,2026
be0339,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,3,yes,not discussed,0,not discussed,no,no,no,no,no,2026
ik7255,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,3,yes,not discussed,0,not discussed,no,no,no,no,no,2026
td4028,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,3,yes,not discussed,0,not discussed,no,no,no,no,no,2026
be9211,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,3,yes,not discussed,0,not discussed,no,no,no,no,no,2026
eo8547,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,3,yes,not discussed,0,not discussed,no,no,no,no,no,2026
ll2778,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,3,yes,not discussed,0,not discussed,no,no,no,no,no,2026
ts0888,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,3,yes,not discussed,0,not discussed,no,no,no,no,no,2026
vt6963,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,3,yes,not discussed,0,not discussed,no,no,no,no,no,2026
bk5668,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,3,yes,not discussed,0,not discussed,no,no,no,no,no,2026
fc6412,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,3,yes,not discussed,0,not discussed,no,no,no,no,no,2026
gv6576,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,3,yes,not discussed,0,not discussed,no,no,no,no,no,2026
hd1680,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,3,yes,not discussed,0,not discussed,no,no,no,no,no,2026
io8528,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,3,yes,not discussed,0,not discussed,no,no,no,no,no,2026
ld9994,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,3,yes,not discussed,0,not discussed,no,no,no,no,no,2026
mn2941,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,3,yes,not discussed,0,not discussed,no,no,no,no,no,2026
oz3465,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,3,yes,not discussed,0,not discussed,no,no,no,no,no,2026
sj9717,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,3,yes,not discussed,0,not discussed,no,no,no,no,no,2026
to4462,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,3,yes,not discussed,0,not discussed,no,no,no,no,no,2026
es8395,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,3,yes,not discussed,0,not discussed,no,no,no,no,no,2026
bl5008,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,3,yes,not discussed,0,not discussed,no,no,no,no,no,2026
