Co_Ref,Time_to_Renewal,crm_accreditation_completed,crm_timely_completion,crm_progress_towards_accreditation,crm_delays_in_accreditation,crm_contractor_suggested_leave,crm_contractor_engagement,crm_contractor_sentiment,crm_contractor_sentiment_score,crm_dts_or_ssip_mentioned,crm_customer_payment_intention,crm_competitors_mentioned,crm_membership_level,crm_platform_issues_raised,crm_agent_chased_contractor,crm_agent_chase_count,crm_accreditation_issues,crm_membership_overdue,crm_auto_renewal_status,crm_dissatisified_with_renewal_price,crm_customer_complained,crm_refund_mentioned,crm_negative_customer_experience,crm_dissatisfaction_with_support,crm_financial_hardship_mentioned,year
KR4896,pre_renewal,Yes,No,Not Discussed,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,Not Discussed,In progress,Not Discussed,Yes,1,Not Discussed,Not Discussed,0,Not Discussed,No,No,No,No,No,2025
NP3004,45_out,No,Not Discussed,Not Discussed,Yes,No,No,Not Discussed,Not Discussed,Yes,Not Discussed,Yes,In progress,No,Yes,1,Not Discussed,Not Discussed,0,No,No,No,No,No,No,2025
RP5921,pre_renewal,No,Not Discussed,Not Discussed,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,Not Discussed,In progress,Not Discussed,Yes,1,Not Discussed,Not Discussed,0,Not Discussed,No,No,No,No,No,2025
XT4910,45_out,No,Not Discussed,Yes,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,Yes,In progress,No,Yes,2,Not Discussed,Not Discussed,0,No,No,No,No,No,No,2025
CP1385,45_out,No,Not Discussed,Not Discussed,Yes,No,No,Not Discussed,Not Discussed,Yes,Not Discussed,Yes,In progress,No,Yes,1,Not Discussed,Not Discussed,0,No,No,No,No,No,No,2025
FT2512,14_out,No,Not Discussed,Yes,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,Not Discussed,In progress,Not Discussed,Yes,1,Not Discussed,Not Discussed,0,Not Discussed,No,No,No,No,No,2025
OD2738,prior_year,No,No,Not Discussed,Yes,No,No,Not Discussed,Not Discussed,Yes,Not Discussed,No,In progress,No,Yes,3,Not Discussed,Not Discussed,0,Not Discussed,No,No,No,No,Yes,2026
YX7180,45_out,No,No,No,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,Yes,3,Not Discussed,Not Discussed,0,Not Discussed,No,No,Not Discussed,No,Yes,2026
FW1581,45_out,No,Not Discussed,Yes,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,Yes,2,Not Discussed,Not Discussed,0,Not Discussed,No,No,No,No,Yes,2025
BZ7408,45_out,No,Not Discussed,No,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,Yes,1,Not Discussed,Not Discussed,0,Not Discussed,No,No,No,No,Yes,2025
CE2814,45_out,No,Not Discussed,Not Discussed,Yes,No,No,Not Discussed,Not Discussed,Yes,Not Discussed,No,In progress,Not Discussed,Yes,1,Not Discussed,Not Discussed,0,Not Discussed,No,No,No,No,Yes,2025
PS0384,prior_year,No,No,Not Discussed,Yes,No,No,Not Discussed,Not Discussed,No,Yes,No,In progress,No,Yes,2,Not Discussed,Not Discussed,0,Not Discussed,No,No,No,No,Yes,2025
WW3502,45_out,No,No,No,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,Yes,In progress,No,Yes,3,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2026
AN7102,14_out,No,No,Yes,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,Yes,3,Not Discussed,Yes,0,Not Discussed,No,No,Not Discussed,No,Not Discussed,2026
PI3772,14_out,No,Not Discussed,No,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,Not Discussed,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,Not Discussed,No,No,2025
HN0824,prior_year,Yes,No,Yes,Yes,No,No,Not Discussed,Not Discussed,Yes,Not Discussed,No,In progress,No,Yes,4,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2025
KD4488,prior_year,No,No,Not Discussed,Yes,No,No,Not Discussed,Not Discussed,Yes,Not Discussed,No,In progress,Not Discussed,Yes,4,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2025
MD0268,45_out,No,No,Not Discussed,Yes,No,No,Not Discussed,Not Discussed,Yes,Not Discussed,No,In progress,No,Yes,4,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2025
DA0317,prior_year,No,No,No,Yes,No,No,Not Discussed,Not Discussed,Yes,Not Discussed,No,In progress,No,Yes,4,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2026
NK1026,45_out,No,No,Yes,Yes,No,No,Not Discussed,Not Discussed,Yes,Not Discussed,No,In progress,No,Yes,4,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2025
EH7918,prior_year,No,No,Not Discussed,Yes,No,No,Not Discussed,Not Discussed,Yes,Not Discussed,No,In progress,No,Yes,4,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2025
GC4687,45_out,No,No,Not Discussed,Yes,No,No,Not Discussed,Not Discussed,Yes,Not Discussed,No,In progress,No,Yes,4,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2025
YL0136,prior_year,No,No,Not Discussed,Yes,No,No,Not Discussed,Not Discussed,Yes,Not Discussed,No,In progress,No,Yes,4,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2026
OW9508,45_out,No,No,Yes,Yes,No,No,Not Discussed,Not Discussed,Yes,Not Discussed,No,In progress,No,Yes,4,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2025
PI3772,45_out,No,No,Yes,Yes,No,No,Not Discussed,Not Discussed,Yes,Not Discussed,No,In progress,No,Yes,4,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2025
GI5689,45_out,No,No,Yes,Yes,No,No,Not Discussed,Not Discussed,Yes,Not Discussed,No,In progress,No,Yes,4,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2025
QQ5170,45_out,No,No,No,Yes,No,No,Not Discussed,Not Discussed,Yes,Not Discussed,No,In progress,No,Yes,4,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2025
DN3740,pre_renewal,No,Not Discussed,Not Discussed,Yes,Not Discussed,No,Not Discussed,Not Discussed,Yes,Not Discussed,No,In progress,No,Yes,2,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2025
FH2268,45_out,No,No,Not Discussed,Yes,No,No,Not Discussed,Not Discussed,Yes,Not Discussed,No,In progress,Not Discussed,Yes,3,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2025
VC8659,prior_year,No,Not Discussed,Yes,Yes,No,No,Not Discussed,Not Discussed,Yes,Not Discussed,No,In progress,No,Yes,2,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2025
WU4642,45_out,No,No,Not Discussed,Yes,Not Discussed,No,Not Discussed,Not Discussed,Yes,Not Discussed,No,In progress,No,Yes,3,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2025
CP3048,pre_renewal,No,No,No,Yes,No,No,Not Discussed,Not Discussed,Yes,Not Discussed,No,In progress,No,Yes,2,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2025
GJ1118,45_out,No,No,Not Discussed,Yes,No,No,Not Discussed,Not Discussed,Yes,Not Discussed,No,In progress,Not Discussed,Yes,2,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2025
NK2814,14_out,No,No,Not Discussed,Yes,No,No,Not Discussed,Not Discussed,Yes,Not Discussed,No,In progress,No,Yes,3,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2025
SZ8851,prior_year,No,No,Not Discussed,Yes,No,No,Not Discussed,Not Discussed,Yes,Not Discussed,No,In progress,No,Yes,2,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2025
FY8059,45_out,No,No,Not Discussed,Yes,No,No,Not Discussed,Not Discussed,Yes,Not Discussed,No,In progress,Not Discussed,Yes,3,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2025
MB3511,45_out,No,Not Discussed,Not Discussed,Yes,Not Discussed,No,Not Discussed,Not Discussed,Yes,Not Discussed,No,In progress,Not Discussed,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2025
OM7312,45_out,No,No,Not Discussed,Yes,No,No,Not Discussed,Not Discussed,Yes,Not Discussed,No,In progress,No,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2025
KO8272,45_out,No,No,Yes,Yes,No,No,Not Discussed,Not Discussed,Yes,Not Discussed,No,In progress,No,Yes,3,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2025
UO4867,45_out,No,No,Not Discussed,Yes,No,No,Not Discussed,Not Discussed,Yes,Not Discussed,No,In progress,No,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2025
VA9119,pre_renewal,No,Not Discussed,Not Discussed,Yes,No,No,Not Discussed,Not Discussed,Yes,Not Discussed,No,In progress,No,Yes,2,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2025
RY3859,45_out,No,No,Not Discussed,Yes,No,No,Not Discussed,Not Discussed,Yes,Not Discussed,No,In progress,No,Yes,5,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2025
UZ7433,45_out,No,No,Not Discussed,Yes,No,No,Not Discussed,Not Discussed,Yes,Not Discussed,No,In progress,No,Yes,5,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2025
EF6857,45_out,No,No,No,Yes,No,No,Not Discussed,Not Discussed,Yes,Not Discussed,No,In progress,No,Yes,6,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2026
ET7648,prior_year,No,No,Not Discussed,Yes,No,No,Not Discussed,Not Discussed,Yes,Not Discussed,No,In progress,No,Yes,3,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2026
TQ5854,45_out,No,No,Yes,Yes,No,No,Not Discussed,Not Discussed,Yes,Not Discussed,No,In progress,No,Yes,2,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2026
VV1213,45_out,Yes,No,Yes,Yes,No,No,Not Discussed,Not Discussed,Yes,Not Discussed,No,In progress,No,Yes,3,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2025
YC1431,45_out,No,No,Yes,Yes,No,No,Not Discussed,Not Discussed,Yes,Not Discussed,No,In progress,No,Yes,1,No,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2025
FJ2042,45_out,No,No,Not Discussed,Yes,No,No,Not Discussed,Not Discussed,Yes,Not Discussed,No,In progress,No,Yes,3,No,Yes,0,No,No,No,No,No,Not Discussed,2025
LE6268,pre_renewal,No,Not Discussed,Not Discussed,Yes,No,No,Not Discussed,Not Discussed,Yes,Not Discussed,No,In progress,No,Yes,3,Not Discussed,Yes,0,No,No,No,No,No,Not Discussed,2025
OW1440,pre_renewal,No,Not Discussed,Not Discussed,Yes,No,No,Not Discussed,Not Discussed,Yes,Not Discussed,No,In progress,No,Yes,1,Not Discussed,Yes,0,No,No,No,No,No,Not Discussed,2025
QU3762,14_out,No,Not Discussed,No,Yes,No,No,Not Discussed,Not Discussed,Yes,Not Discussed,No,In progress,No,Yes,1,Not Discussed,Yes,0,No,No,No,No,No,Not Discussed,2025
GX9537,45_out,No,No,Yes,Yes,No,No,Not Discussed,Not Discussed,Yes,Not Discussed,No,In progress,No,Yes,4,Not Discussed,Yes,0,No,No,No,No,No,Not Discussed,2025
JT0045,45_out,No,No,Not Discussed,Yes,No,No,Not Discussed,Not Discussed,Yes,Not Discussed,No,In progress,No,Yes,2,Not Discussed,Yes,0,No,No,No,No,No,Not Discussed,2026
PH7668,prior_year,No,No,No,Yes,Not Discussed,No,Not Discussed,Not Discussed,Yes,Not Discussed,No,In progress,No,Yes,6,Not Discussed,Yes,0,No,No,No,No,No,Not Discussed,2025
XT0085,45_out,No,No,Not Discussed,Yes,No,No,Not Discussed,Not Discussed,Yes,Not Discussed,No,In progress,No,Yes,2,No,Yes,0,No,No,No,No,No,Not Discussed,2025
RC8604,prior_year,No,No,Not Discussed,Yes,No,No,Not Discussed,Not Discussed,Yes,Not Discussed,No,In progress,No,Yes,5,Not Discussed,Yes,0,No,No,No,No,No,Not Discussed,2025
UI0687,14_out,No,No,Not Discussed,Yes,Not Discussed,No,Not Discussed,Not Discussed,Yes,Not Discussed,No,In progress,No,Yes,3,Not Discussed,Yes,0,No,No,No,No,No,Not Discussed,2026
OL1689,pre_renewal,No,Not Discussed,Not Discussed,Yes,No,No,Not Discussed,Not Discussed,Yes,Not Discussed,No,In progress,No,Yes,4,Not Discussed,Yes,0,No,No,No,No,No,Not Discussed,2025
FB2455,prior_year,No,No,Not Discussed,Yes,No,No,Not Discussed,Not Discussed,Yes,Not Discussed,No,In progress,No,Yes,3,Not Discussed,Yes,0,No,No,No,No,No,Not Discussed,2025
QO8556,prior_year,No,No,Not Discussed,Yes,No,No,Not Discussed,Not Discussed,Yes,Not Discussed,No,In progress,No,Yes,3,Not Discussed,Yes,0,No,No,No,No,No,Not Discussed,2025
AP0929,14_out,No,Not Discussed,Not Discussed,Yes,No,No,Not Discussed,Not Discussed,Yes,No,No,In progress,No,Yes,3,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2025
QK6973,pre_renewal,No,No,No,Yes,No,No,Not Discussed,Not Discussed,Yes,No,No,In progress,No,Yes,2,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2025
NS4345,pre_renewal,No,Not Discussed,Not Discussed,Yes,No,No,Not Discussed,Not Discussed,Yes,No,No,In progress,No,Yes,1,Not Discussed,Yes,0,No,No,No,No,No,Not Discussed,2025
CP1182,prior_year,No,No,Not Discussed,Yes,No,No,Not Discussed,Not Discussed,Yes,Yes,No,In progress,No,Yes,2,Not Discussed,Yes,0,No,No,No,No,No,Not Discussed,2025
ZU6216,prior_year,No,No,Yes,Yes,No,No,Not Discussed,Not Discussed,Yes,Yes,No,In progress,No,Yes,5,Not Discussed,Yes,0,No,No,No,No,No,Not Discussed,2025
XC1673,prior_year,No,No,Not Discussed,Yes,No,No,Not Discussed,Not Discussed,Yes,Yes,No,In progress,No,Yes,3,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2025
GF1689,pre_renewal,No,No,Yes,Yes,No,No,Not Discussed,Not Discussed,No,Yes,No,In progress,No,Yes,2,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2025
FF6909,pre_renewal,No,Not Discussed,Yes,Yes,No,No,Not Discussed,Not Discussed,No,No,No,In progress,No,Yes,2,No,Yes,0,No,No,No,No,No,Not Discussed,2025
PT5750,prior_year,No,No,Yes,Yes,No,No,Not Discussed,Not Discussed,No,Yes,No,In progress,No,Yes,3,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2025
OE3335,prior_year,No,No,No,Yes,No,No,Not Discussed,Not Discussed,No,Yes,No,In progress,No,Yes,5,Not Discussed,Yes,0,No,No,No,No,No,Not Discussed,2025
MD1739,pre_renewal,No,Not Discussed,No,Yes,No,No,Not Discussed,Not Discussed,No,No,No,In progress,No,Yes,2,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2025
ZS3708,prior_year,No,Not Discussed,No,Yes,No,No,Not Discussed,Not Discussed,No,Yes,No,In progress,No,Yes,2,Not Discussed,Yes,0,No,No,No,No,No,Not Discussed,2025
GA9195,pre_renewal,No,No,Yes,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,Yes,1,No,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2025
EA0712,14_out,No,Not Discussed,Not Discussed,Yes,Not Discussed,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2025
HX3461,14_out,No,No,Not Discussed,Yes,Not Discussed,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2025
FR3656,14_out,No,Not Discussed,Yes,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2026
PD7976,prior_year,No,No,Yes,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2026
YW6957,14_out,No,Not Discussed,Not Discussed,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2026
IL4784,14_out,No,Not Discussed,Yes,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2026
RJ3584,prior_year,No,Not Discussed,No,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,Not Discussed,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2026
FU6637,14_out,No,No,Not Discussed,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,Not Discussed,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2026
LO8267,45_out,No,No,Not Discussed,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,Not Discussed,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2025
RE4454,45_out,No,No,Not Discussed,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,Not Discussed,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2025
VR6942,45_out,No,No,Not Discussed,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,Not Discussed,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2025
YX0555,45_out,No,No,Not Discussed,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,Not Discussed,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2025
IN6486,14_out,No,No,Not Discussed,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,Not Discussed,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2025
MJ4438,pre_renewal,No,Not Discussed,No,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,Not Discussed,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2025
ZZ6069,45_out,No,No,Not Discussed,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,Not Discussed,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2025
OR9678,pre_renewal,No,Not Discussed,Not Discussed,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,Not Discussed,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2025
BO6197,45_out,No,Not Discussed,No,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2025
OE4530,prior_year,No,Not Discussed,Yes,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2025
OE5325,pre_renewal,No,Not Discussed,Not Discussed,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2025
YX2898,14_out,No,Not Discussed,Not Discussed,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2025
FW2895,pre_renewal,No,No,Not Discussed,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2025
RC1682,45_out,No,Not Discussed,No,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2025
XF9684,45_out,No,Not Discussed,No,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2025
ZD8916,45_out,No,Not Discussed,Not Discussed,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2025
DK6011,prior_year,No,No,Not Discussed,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2025
FN8020,14_out,No,Not Discussed,Not Discussed,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2025
OF8976,14_out,No,Not Discussed,No,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2025
RB4602,14_out,No,Not Discussed,Yes,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2025
BL1460,14_out,No,Not Discussed,Not Discussed,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2025
ER4287,prior_year,No,Not Discussed,No,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2025
IE7312,45_out,No,Not Discussed,Not Discussed,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2025
IQ5660,pre_renewal,No,No,Not Discussed,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2025
WU0130,45_out,No,No,Not Discussed,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2025
DW9037,prior_year,No,No,Not Discussed,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,Yes,3,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2025
EB0635,45_out,No,No,Yes,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,Yes,3,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2025
JQ3938,45_out,No,No,Yes,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,Yes,3,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2025
NA0360,14_out,No,No,Not Discussed,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,Yes,3,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2025
OI9816,prior_year,No,No,No,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,Yes,3,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2025
CZ2542,45_out,No,No,No,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,Yes,3,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2025
NO7181,45_out,No,No,Yes,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,Yes,3,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2025
VU0697,45_out,No,No,No,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,Yes,3,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2025
DG9875,14_out,No,No,Not Discussed,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,Yes,3,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2025
GL6862,45_out,No,No,Yes,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,Yes,3,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2025
IS3781,45_out,No,No,No,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,Yes,3,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2025
LA4899,45_out,No,No,Not Discussed,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,Yes,3,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2025
LI6278,45_out,No,No,Yes,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,Yes,3,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2025
MX3276,45_out,No,No,Not Discussed,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,Yes,3,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2025
FA6109,45_out,No,No,No,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,Yes,3,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2025
SB2269,prior_year,No,No,No,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,Yes,3,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2025
JA8402,45_out,No,No,Yes,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,Yes,3,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2025
JT2656,45_out,No,No,Yes,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,Yes,3,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2025
MF0428,45_out,No,No,Not Discussed,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,Yes,3,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2025
AG7504,45_out,No,No,Yes,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,Yes,3,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2025
FQ6610,45_out,No,No,Not Discussed,Yes,Not Discussed,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,Yes,3,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2025
SL8031,prior_year,No,No,Not Discussed,Yes,Not Discussed,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,Yes,3,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2025
DQ1288,45_out,No,No,Not Discussed,Yes,Not Discussed,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,Yes,3,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2025
AK4788,prior_year,No,No,Not Discussed,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,Yes,3,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2026
